"Country_Name","Country_code","Corruption","Health_Expenditure","Education","GDP","Life_Expectancy","Pollution","Population_65"
"Paraguay","PRY",-1.05772292613983,1015.69879888063,13.9899997711182,15783.1150120746,70.475,10.1222564891858,6.36927529015307
"Philippines","PHL",-0.537639975547791,516,18.075719833374,9901.05652395692,72.187,21.5254371973976,5.26217156111322
"Poland","POL",0.565399944782257,2925,28.645357131958,43585.1194236272,77.3048780487805,18.7701954101512,19.5609114692528
"Portugal","PRT",0.696312069892883,4464,23.9583301544189,41498.3669564203,81.5804878048781,7.98256121876526,24.1115106141099
"Qatar","QAT",0.702209830284119,3041.41711735244,30.3899993896484,116159.142559471,81.559,81.0088337801126,1.57209502793142
"Romania","ROU",0.0404953435063362,1885,15.2834615707397,40267.3065891116,75.3048780487805,15.0073403663299,19.7531409207066
"Rwanda","RWA",0.671653091907501,144.887395828665,5.14924049377441,3060.02893126731,67.129,30.0071642427631,3.82185022198798
"Samoa","WSM",0.727086067199707,372.938997828622,16.4844264984131,6304.34613688419,72.598,12.8726726678327,5.70563501843877
"Sao Tome and Principe","STP",0.360224694013596,219.669647098608,4.8479700088501,5541.3016760535,68.794,21.6556728259824,3.86730280697271
"Saudi Arabia","SAU",0.536042988300323,2673.01905535307,30.8887481689453,55055.3996823571,77.905,58.6225928552836,2.81950386919403
"Senegal","SEN",0.0578322261571884,160.756573225969,4.90400886535645,4317.2263915953,67.913,60.3429016299635,3.5903878360666
"Serbia","SRB",-0.447204262018204,1677.05964427825,18.6692008972168,25718.4299758377,75.4821951219512,22.6362588980641,22.3383596618497
"Sierra Leone","SLE",-0.574557840824127,157.54260955283,1.95823001861572,3034.21894320278,60.411,38.5920982937814,3.20667945391485
"Singapore","SGP",2.04018402099609,4397.05086519512,36.189998626709,127543.55475211,82.8951219512195,17.0759063187283,13.0953667239036
"Slovak Republic","SVK",0.292565286159515,2316,25.8375110626221,39171.7826208886,77.0658536585366,15.8371166474072,18.0508365765507
"Slovenia","SVN",0.776647090911865,4388,26.0893592834473,47825.2300822798,81.2829268292683,13.9082165762349,21.3323429613727
"South Africa","ZAF",-0.284670442342758,1190.19975327386,12.2000169754028,13690.3894584515,61.48,23.1897720637682,6.51509367622564
"Spain","ESP",0.629368722438812,3959.18583587932,24.706615447998,47298.4121876661,83.0829268292683,9.35354339662499,20.6537075238774
"Sri Lanka","LKA",-0.383976995944977,558,0.911603033542633,13029.523937847,76.61,19.779803654502,11.7387099915518
"Sudan","SDN",-1.50206708908081,204.419975932321,9.34699058532715,2469.19458007813,65.578,51.9356218340372,3.21166042888835
"Suriname","SUR",-0.404351592063904,1660.11781556072,4.9513897895813,19043.7052869285,70.289,29.9904120028237,7.62149260756322
"Sweden","SWE",2.0282461643219,7017,33.6940689086914,62665.2172577283,83.109756097561,6.06869269595507,20.5364235623884
"Switzerland","CHE",2.02199912071228,8068.70041611335,41.2647743225098,81683.8662644452,83.4536585365854,9.45001875443382,19.6113808360035
"Tajikistan","TJK",-1.37873339653015,259,12.0100002288818,4472.3241378777,71.288,40.2890496610835,3.65005635094848
"Tanzania","TZA",-0.319897323846817,101.025557922978,2.31976008415222,3620.79345703125,66.782,20.7785687915826,3.04319999848689
"Thailand","THA",-0.489050775766373,711.13656921288,17.3500003814697,21142.6643331162,79.68,30.382756547172,14.7182560815403
"Timor-Leste","TLS",-0.22670416533947,194.899655313487,1.26540040969849,4328.50782017194,69.056,17.627881197133,5.33415782576722
"Togo","TGO",-0.619174957275391,124.162837911897,5.88405132293701,2767.51655834427,61.588,47.6290664711767,3.16375561398111
"Tonga","TON",-0.308315753936768,314.033624489501,9.49322986602783,6901.73855566074,71.27,12.7574461149445,6.60245225746313
"Trinidad and Tobago","TTO",-0.374148547649384,1801.73214077458,10.1399097442627,31705.8333833611,74.708,25.0102271567294,11.8539588437937
"Tunisia","TUN",-0.341899782419205,698.215225732241,12.8028297424316,12552.9866903456,74.263,23.7714034054098,9.16627453571107
"Turkiye","TUR",-0.50248908996582,1210,20.9415740966797,34251.5790048407,78.475,23.6946115800374,10.0010276668343
"Turkmenistan","TKM",-1.42362427711487,937.086853785171,13.8386697769165,17866.4041809169,69.41,20.2530348899106,4.27238303859711
"Tuvalu","TUV",0.646379947662354,1125.10912213675,6.05095529556274,5812.39328977512,64.854,6.00962588602958,6.27578829402476
"Uganda","UGA",-1.04257476329803,94.3429860096301,4.25233602523804,2791.05576885861,63.638,31.4850134786862,2.15058279399148
"United Arab Emirates","ARE",1.07366383075714,3281.38232559293,51.0699996948242,68577.5405661277,79.196,41.955626323257,1.69563170962521
"United Kingdom","GBR",1.48091387748718,6265.54315002907,37.1295585632324,52588.9794302902,82.0585365853659,9.94569869317993,19.238129106618
"United States","USA",1.12343263626099,12473.7910779276,38.5680274963379,74577.5065396723,77.4341463414634,7.17602147949022,17.4318194823539
"Uruguay","URY",1.57394731044769,2276.02756131912,22.0100002288818,31019.3113912098,78,10.298591147894,15.8128179067764
"Uzbekistan","UZB",-0.807529330253601,424,16.8500003814697,10007.6855026198,71.674,34.1331992575325,5.69504099692623
"Vanuatu","VUT",-0.0148651544004679,106.062672909175,3.50382971763611,3118.39603259733,70.492,14.3364980888287,4.21820894264665
"Viet Nam","VNM",-0.415814280509949,531.464312653653,11.2206144332886,13491.879417397,74.58,20.8317868906878,8.62116598619573
"Zambia","ZMB",-0.477706879377365,237.358528564375,2.71212387084961,3673.4841969922,61.803,23.2037475947695,1.89885236729554
"Zimbabwe","ZWE",-1.26121604442596,72.0159647364546,0.91387802362442,3442.25132658294,59.391,18.5286074615735,3.61832175940481
